,ID,ENTRYTYPE,author,bib-gs_bronze_gquerya,bib-scopus_bronze_querya,bib_id,booktitle,doi,isbn,issn,journal,note,number,pages,publisher,shorttitle,title,url,volume,year,assessment,data-type-tabular,data-type-text,data-type-image,task-disease-classification,task-risk-treatment-prediction,task-sd-training-augmentation,task-sd-realism,task-bias-evaluation,task-ner,task-ablation,model-bert_x,model-gpt_x,model-rnn_x,model-gan_x,model-attention-other_x,model-other-nn_x,Unnamed: 0,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID,Assessment ,Primary Task,Secondary Task,Tertiary,disease-classification,disease-prediction,nn-synthetic-data-task-augmentation,non-nn-synthetic-data-task-augmentation,nlg,synthetic-data-realism,ner/entity-classification/re,bias-evaluation,qa,risk/treatment-prediction,scalability/performance,security task classification,embedding harmonization,patient-trial matching,ablation-study,PET A,PET B,PET C,PET Notes,Unnamed: 43,Data Type,Training Data Sources,Model,model-bert_y,model-gpt_y,model-gan_y,model-attention-other_y,model-lstm,model-rnn_y,model-diffusion,model-autoencoder,model-other-nn_y,Evaluation,Evaluation Data,evaluation-auroc,evaluation-auprc,Earliness,evaluation-auc,evaluation-accuracy,evaluation-average-diagnosis-time,evalutation-kappa,evaluation-loss,evaluation-f1,evaluation-precision,evaluation-recall,evaluation-perplexity,evaluation-r2,rp80,evaluation-similairity-GT,evaluation-similairity-dimensionwisedist(dwd),evaluation-pairwise-correlation-diff,evlaution-log-cluster,evaluation-synthetic-rank,evaluation-similairity-jensen-shannon-divergence,evaluation-similairity-dimensionwisestat(dws),evaluation-similairity-dimensionwiseavg(dwa),evaluation-similairity-dimensionwisepred(dwp),evaluation-similairity-dimensionwiseprob(dwp),evaluation-similairity-corr,evaluation-privacy-kl-divergence,evaluation-privacy-minkowshi-distance,evaluation-privacy-budget,evaluation-privacy-cosine-similairity,evaluation-similairity-normalized-distance,evaluation-survival-rate,evaluation-clinician,evaluation-error-rate,evaluation-similairity-jaccard,evaluation-hamming-loss,evaluation-bleu,evaluation-g-squared,evaluation-rogue,evaluation-bm25,evaluation-embedding-similairity,evaluation-cider,Clinical Domain,privacy-evaluation,privacy-evaluation notes,Summary,Conclusion,Notes,REPO
226,li_stacking-bert_2023,article,"Li, L. and Zhai, Y. and Gao, J. and Wang, L. and Hou, L. and Zhao, J.",0.0,1.0,,,10.3934/mbe.2023047,,,Mathematical Biosciences and Engineering,,1,1018--1036,,,Stacking-{BERT} model for {Chinese} medical procedure entity normalization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140921102&doi=10.3934%2fmbe.2023047&partnerID=40&md5=cb5625e503547b77574a579b2f72673b,20,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,li_two_2023,inproceedings,"Li, Rumeng and Wang, Xun and Yu, Hong Li, R. and Wang, X. and Yu, H.",1.0,1.0,,,,,,,,,7129 7129--7143,NIH Public Access nan,,Two {Directions} for {Clinical} {Data} {Generation} with {Large} {Language} {Models}: {Data}-to-{Label} and {Label}-to-{Data},nan https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183306427&partnerID=40&md5=dcd8a330299f9ce7ba01d82cb3fd1a25,2023 nan,2023.0,SD,0.0,1.0,0.0,,,,,,,,,,,,,,95.0,Li R.; Wang X.; Yu H.,"Li, Rumeng (56566960500); Wang, Xun (57401893700); Yu, Hong (35785447400)",56566960500; 57401893700; 35785447400,Two Directions for Clinical Data Generation with Large Language Models: Data-to-Label and Label-to-Data,2023.0,Findings of the Association for Computational Linguistics: EMNLP 2023,,,,7129.0,7143.0,14.0,0.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183306427&partnerID=40&md5=dcd8a330299f9ce7ba01d82cb3fd1a25,Conference paper,Final,,Scopus,2-s2.0-85183306427,SD,Synthetic Data Generation,Alzheimers Disease Detection,,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SD,,,Unstructured Text,VHA annotated notes | MIMIC-III |GPT-4 Generated Text,"BERT, RoBERTA, ClinicalBERT",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,General,-,-,,Synthetic Data improves AD model detection performance,,
228,liang_evaluation_2019,article,"Liang, H. and Tsui, B.Y. and Ni, H. and Valentim, C.C.S. and Baxter, S.L. and Liu, G. and Cai, W. and Kermany, D.S. and Sun, X. and Chen, J. and He, L. and Zhu, J. and Tian, P. and Shao, H. and Zheng, L. and Hou, R. and Hewett, S. and Li, G. and Liang, P. and Zang, X. and Zhang, Z. and Pan, L. and Cai, H. and Ling, R. and Li, S. and Cui, Y. and Tang, S. and Ye, H. and Huang, X. and He, W. and Liang, W. and Zhang, Q. and Jiang, J. and Yu, W. and Gao, J. and Ou, W. and Deng, Y. and Hou, Q. and Wang, B. and Yao, C. and Liang, Y. and Zhang, S. and Duan, Y. and Zhang, R. and Gibson, S. and Zhang, C.L. and Li, O. and Zhang, E.D. and Karin, G. and Nguyen, N. and Wu, X. and Wen, C. and Xu, J. and Xu, W. and Wang, B. and Wang, W. and Li, J. and Pizzato, B. and Bao, C. and Xiang, D. and He, W. and He, S. and Zhou, Y. and Haw, W. and Goldbaum, M. and Tremoulet, A. and Hsu, C.-N. and Carter, H. and Zhu, L. and Zhang, K. and Xia, H.",0.0,1.0,,,10.1038/s41591-018-0335-9,,,Nature Medicine,,3,433--438,,,Evaluation and accurate diagnoses of pediatric diseases using artificial intelligence,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061375263&doi=10.1038%2fs41591-018-0335-9&partnerID=40&md5=261b33ee8d0caf81b890fa324779cf17,25,2019.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,liang_patient_2019,inproceedings,"Liang, Z. and Liu, J. and Zhang, H. and Huang, J.X. and Li, Z. and Chan, S.",0.0,1.0,,,10.1109/BIBM47256.2019.8983085,,,,,,1096--1099,,,Patient {Entity} {Recognition} by {Automatic} {EHR} {Context} {Understanding} and {Deep} {Learning},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084341449&doi=10.1109%2fBIBM47256.2019.8983085&partnerID=40&md5=205dcd64719b822a7da93b6ea445f6c5,,2019.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,libbi_generating_2021,article,"Libbi, C.A. and Trienes, J. and Trieschnigg, D. and Seifert, C.",0.0,1.0,,,10.3390/fi13050136,,,Future Internet,,5,,,,Generating synthetic training data for supervised de-identification of electronic health records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107199191&doi=10.3390%2ffi13050136&partnerID=40&md5=d9acf62d76b2a471467dc29abb4ff60f,13,2021.0,SD,0.0,1.0,0.0,,,,,,,,,,,,,,240.0,Libbi C.A.; Trienes J.; Trieschnigg D.; Seifert C.,"Libbi, Claudia Alessandra (57224188532); Trienes, Jan (57208468073); Trieschnigg, Dolf (23013092400); Seifert, Christin (8850014900)",57224188532; 57208468073; 23013092400; 8850014900,Generating synthetic training data for supervised de-identification of electronic health records,2021.0,Future Internet,13,5.0,136.0,,,,12.0,10.3390/fi13050136,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107199191&doi=10.3390%2ffi13050136&partnerID=40&md5=d9acf62d76b2a471467dc29abb4ff60f,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85107199191,SD,NER | De-identification,Analysis of Synthetic Notes,,0.0,0.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic Text Generation,,SD,,,Unstructured Text,Dutch EHR Notes,LSTM | GPT-2 | BiLSTMCRF,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Summary Stats of Synthetic Corpora | PHI Frequencies in Synthetic Corpora | Precision,Recall,F1 of downstream de-identificiton performance",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,General,1,ROGUE-N Recall of n-grams | user study,,Real + Synthetic resulted in best downstream de-identification performance,"LSTM is more useful in downstream tasks, but GPT-2 is more coherent. Synthetic docs can still replicate real sensitive chunks from real EHR",
231,lin_accurately_2022,article,"Lin, Ching-Heng and Hsu, Kai-Cheng and Liang, Chih-Kuang and Lee, Tsong-Hai and Shih, Ching-Sen and Fann, Yang C",1.0,0.0,,,,,2075-4418,Diagnostics,Publisher: MDPI,8,1882,,,Accurately identifying cerebroarterial stenosis from angiography reports using natural language processing approaches,,12,2022.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,lin_multimodal_2023,article,"Lin, Y. and Lu, K. and Yu, S. and Cai, T. and Zitnik, M.",0.0,1.0,,,10.1016/j.jbi.2023.104415,,,Journal of Biomedical Informatics,,,,,,Multimodal learning on graphs for disease relation extraction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163200106&doi=10.1016%2fj.jbi.2023.104415&partnerID=40&md5=906b7e99f8693057feac258e4846c837,143,2023.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,lin_natural_2024,article,"Lin, Hui and Ni, Lisa and Phuong, Christina and Hong, Julian C",1.0,0.0,,,,,1178-7066,Pharmacogenomics and Personalized Medicine,Publisher: Taylor \& Francis,,65--76,,,Natural {Language} {Processing} for {Radiation} {Oncology}: {Personalizing} {Treatment} {Pathways},,,2024.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,litake_constructing_2024,article,"Litake, O. and Park, B.H. and Tully, J.L. and Gabriel, R.A.",0.0,1.0,,,10.1093/jamia/ocae081,,,Journal of the American Medical Informatics Association,,6,1404--1410,,,Constructing synthetic datasets with generative artificial intelligence to train large language models to classify acute renal failure from clinical notes,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193948958&doi=10.1093%2fjamia%2focae081&partnerID=40&md5=9ed2942f88de805bb9af5b3b9e6e6345,31,2024.0,SD,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,,1.0,1.0,,,,,5.0,Litake O.; Park B.H.; Tully J.L.; Gabriel R.A.,"Litake, Onkar (57318240400); Park, Brian H. (58539715600); Tully, Jeffrey L. (56076138100); Gabriel, Rodney A (56462222800)",57318240400; 58539715600; 56076138100; 56462222800,Constructing synthetic datasets with generative artificial intelligence to train large language models to classify acute renal failure from clinical notes,2024.0,Journal of the American Medical Informatics Association,31,6.0,,1404.0,1410.0,6.0,1.0,10.1093/jamia/ocae081,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193948958&doi=10.1093%2fjamia%2focae081&partnerID=40&md5=9ed2942f88de805bb9af5b3b9e6e6345,Article,Final,,Scopus,2-s2.0-85193948958,SD,Disease Classification,Synthetic Data Generation,,1.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic Data,-,SD,"1000 note sets using GPT-3, LLAMA Model for Note generation with each 15, 30, 45 Sentance lengths; Prompted to include X sentence length and a 90:10 neg/pos label split. Balanced Training data was also generated and compared for GPT and LLAMA-2 ",Compare Performance of Task for models trained with real notes versus synthetic notes,Unstructured Text,MIMIC-III Discharge Summaries | Varaible length LLM Synthetic Notes,"RoBERTa, BioBERT, PubMedBERT",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AUC,P,R,F1,A",MIMIC-III Discharge Summaries Validation Set,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nephrology,-,-,Investigate disease classification performance using BERT-based classifier comparing MIMIC-III discharge summaries and synthetically generated notes of variable length and balance by prompting GPT-3.5 and LLAMA-2.,"RoBERTa trained with synthetic notes can achieve comparable performance to real notes, especially when the synthetic dataset is balanced",ease of balancing,
235,liu_algorithmic_2024,inproceedings,"Liu, M.",0.0,1.0,,,10.1609/aaai.v38i20.30291,,,,Issue: 20,,22675,,,Algorithmic {Foundation} of {Federated} {Learning} with {Sequential} {Data},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189614514&doi=10.1609%2faaai.v38i20.30291&partnerID=40&md5=f31ad4c97195e97e8559a5b49f1bcba2,38,2024.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,liu_data_2024,article,"Liu, Fang",1.0,0.0,,,,,2574-3414,Annual Review of Biomedical Data Science,Publisher: Annual Reviews,,,,,Data {Science} {Methods} for {Real}-{World} {Evidence} {Generation} in {Real}-{World} {Data},,7,2024.0,[NonHealth Task],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,liu_estimating_2020,inproceedings,"Liu, R. and Yin, C. and Zhang, P.",0.0,1.0,,,10.1109/ICDM50108.2020.00047,,,,,,382--391,,,Estimating individual treatment effects with time-varying confounders,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100907839&doi=10.1109%2fICDM50108.2020.00047&partnerID=40&md5=4e6edc16968849fcd58b1e6fc8c7d3dc,2020-November,2020.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,liu_gcn_2021,inproceedings,"Liu, D. and Zhang, Z. and Peng, H. and Han, R.",0.0,1.0,,,10.1007/978-3-030-84186-7_29,,,,,,434--449,,,{GCN} with {External} {Knowledge} for {Clinical} {Event} {Detection},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113534096&doi=10.1007%2f978-3-030-84186-7_29&partnerID=40&md5=0ac6422c813c0d835ff1e88027b72f81,12869 LNAI,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,liu_missing_2020,article,"Liu, X. and He, J. and Min, W. and Yang, H.",0.0,1.0,,,10.1080/24725579.2020.1716115,,,IISE Transactions on Healthcare Systems Engineering,,2,87--98,,,Missing information imputation for disease-dedicated social networks with heterogeneous auxiliary data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078922626&doi=10.1080%2f24725579.2020.1716115&partnerID=40&md5=0872d2369d72051c4cd00dda5d649394,10,2020.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,liu_open_2023,article,"Liu, S. and Wen, A. and Wang, L. and He, H. and Fu, S. and Miller, R. and Williams, A. and Harris, D. and Kavuluru, R. and Liu, M. and Abu-El-Rub, N. and Schutte, D. and Zhang, R. and Rouhizadeh, M. and Osborne, J.D. and He, Y. and Topaloglu, U. and Hong, S.S. and Saltz, J.H. and Schaffter, T. and Pfaff, E. and Chute, C.G. and Duong, T. and Haendel, M.A. and Fuentes, R. and Szolovits, P. and Xu, H. and Liu, H.",0.0,1.0,,,10.1093/jamia/ocad134,,,Journal of the American Medical Informatics Association,,12,2036--2040,,,An open natural language processing ({NLP}) framework for {EHR}-based clinical research: a case demonstration using the {National} {COVID} {Cohort} {Collaborative} ({N3C}),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185388095&doi=10.1093%2fjamia%2focad134&partnerID=40&md5=af3343d28bf24a02dc32ad6d61efbc33,30,2023.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,liu_precurious_2024,article,"Liu, Ruixuan and Wang, Tianhao and Cao, Yang and Xiong, Li",1.0,0.0,,,,,,arXiv preprint arXiv:2403.09562,,,,,,{PreCurious}: {How} {Innocent} {Pre}-{Trained} {Language} {Models} {Turn} into {Privacy} {Traps},,,2024.0, [NonHealth Task] | Relevant to LR topic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,liu_quantitative_2023,article,"Liu, Y. and Bi, D.",0.0,1.0,,,10.1111/risa.14124,,,Risk Analysis,,12,2422--2449,,,Quantitative risk analysis of treatment plans for patients with tumor by mining historical similar patients from electronic health records using federated learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150643669&doi=10.1111%2frisa.14124&partnerID=40&md5=7a04c946aea9e0c00a2fc95091ffcdf7,43,2023.0,CL,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,1.0,54.0,Liu Y.; Bi D.,"Liu, Yang (55894802300); Bi, Donghai (58151002400)",55894802300; 58151002400,Quantitative risk analysis of treatment plans for patients with tumor by mining historical similar patients from electronic health records using federated learning,2023.0,Risk Analysis,43,12.0,,2422.0,2449.0,27.0,1.0,10.1111/risa.14124,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150643669&doi=10.1111%2frisa.14124&partnerID=40&md5=7a04c946aea9e0c00a2fc95091ffcdf7,Article,Final,,Scopus,2-s2.0-85150643669,FL,Quanitative Risk Analysis of Tumor Treatment Plans,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Federated Learning,-,CL,,,Tabular,,DeepLift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oncology,-,-,Federated Feature Mining for mining historically similar patients across multiple health systems,"""he accuracy of forecasting the tumor states is 93.8%, and the percentage of 5-year survival of the patients who have adopted the suggested treatments is 84.7%, which are significantly higher than those obtained by FL–DNN models and those in practical.",,
243,liu_survey_2024,article,"Liu, Lei and Yang, Xiaoyan and Lei, Junchi and Liu, Xiaoyang and Shen, Yue and Zhang, Zhiqiang and Wei, Peng and Gu, Jinjie and Chu, Zhixuan and Qin, Zhan",1.0,0.0,,,,,,arXiv preprint arXiv:2406.03712,,,,,,"A {Survey} on {Medical} {Large} {Language} {Models}: {Technology}, {Application}, {Trustworthiness}, and {Future} {Directions}",,,,[Review],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,liu_understanding_2024,article,"Liu, Yiheng and He, Hao and Han, Tianle and Zhang, Xu and Liu, Mengyuan and Tian, Jiaming and Zhang, Yutong and Wang, Jiaqi and Gao, Xiaohui and Zhong, Tianyang",1.0,0.0,,,,,,arXiv preprint arXiv:2401.02038,,,,,,Understanding llms: {A} comprehensive overview from training to inference,,,2024.0,[Review],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,lorge_detecting_2024,article,"Lorge, Isabelle and Joyce, Dan W and Taylor, Niall and Nevado-Holgado, Alejo and Cipriani, Andrea and Kormilitzin, Andrey",1.0,0.0,,,,,,arXiv preprint arXiv:2402.07645,,,,,,Detecting the {Clinical} {Features} of {Difficult}-to-{Treat} {Depression} using {Synthetic} {Data} from {Large} {Language} {Models},,,2024.0,SD,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,loukili_email_2024,article,"Loukili, Soumaya and Fennan, Abdelhadi and Elaachak, Lotfi",1.0,0.0,,,,,,International Journal of Electrical and Computer Engineering (IJECE),,4,4655--4663,,,"Email subjects generation with large language models: {GPT}-3.5, {PaLM} 2, and {BERT}",,14,2024.0,[NonHealth Task],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,lowe_ocr2seq_2023,article,"Lowe, Michael A",1.0,0.0,,,,,9798381263916,,Publisher: Florida Atlantic University,,,,,{OCR2Seq}: {A} {Novel} {Multi}-{Modal} {Data} {Augmentation} {Pipeline} for {Weak} {Supervision},,,2023.0,[NonHealth Task],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,lu_application_2023,article,"Lu, W. and Jiang, J. and Shi, Y. and Zhong, X. and Gu, J. and Huangfu, L. and Gong, M.",0.0,1.0,,,10.3389/fnins.2023.1259652,,,Frontiers in Neuroscience,,,,,,Application of {Entity}-{BERT} model based on neuroscience and brain-like cognition in electronic medical record entity recognition,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173493036&doi=10.3389%2ffnins.2023.1259652&partnerID=40&md5=ca3467131c6e98e55ef3ed778bff2711,17,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,lu_collaborative_2021,inproceedings,"Lu, C. and Reddy, C.K. and Chakraborty, P. and Kleinberg, S. and Ning, Y.",0.0,1.0,,,,,,,,,3529--3535,,,Collaborative {Graph} {Learning} with {Auxiliary} {Text} for {Temporal} {Event} {Prediction} in {Healthcare},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121588682&partnerID=40&md5=efd5e36c0977b3826fbe3d8551693b15,,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,lu_entity_2024,article,"Lu, X. and Tong, J. and Xia, S.",0.0,1.0,,,10.3934/mbe.2024058,,,Mathematical Biosciences and Engineering,,1,1342--1355,,,Entity relationship extraction from {Chinese} electronic medical records based on feature augmentation and cascade binary tagging framework,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181439495&doi=10.3934%2fmbe.2024058&partnerID=40&md5=615800801ee9e9f320601763352d5703,21,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,lu_multi-label_2024,article,"Lu, C. and Reddy, C.K. and Wang, P. and Nie, D. and Ning, Y.",0.0,1.0,,,10.1109/TKDE.2023.3310909,,,IEEE Transactions on Knowledge and Data Engineering,,4,1728--1740,,,Multi-{Label} {Clinical} {Time}-{Series} {Generation} via {Conditional} {GAN},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170532776&doi=10.1109%2fTKDE.2023.3310909&partnerID=40&md5=11742f0dd2a93769b3840829152ca660,36,2024.0,SD,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,46.0,Lu C.; Reddy C.K.; Wang P.; Nie D.; Ning Y.,"Lu, Chang (57224579324); Reddy, Chandan K. (12752116500); Wang, Ping (57191610019); Nie, Dong (57188806186); Ning, Yue (57188730039)",57224579324; 12752116500; 57191610019; 57188806186; 57188730039,Multi-Label Clinical Time-Series Generation via Conditional GAN,2024.0,IEEE Transactions on Knowledge and Data Engineering,36,4.0,,1728.0,1740.0,12.0,1.0,10.1109/TKDE.2023.3310909,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170532776&doi=10.1109%2fTKDE.2023.3310909&partnerID=40&md5=11742f0dd2a93769b3840829152ca660,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85170532776,SD,Synthetic EHR Generation of disease labels (Visit Level and Patient Level),Downstream Disease Prediction,,1.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Synthetic Data,,SD,,,Tabular,"MIMIC-III, MIMIC-IV",Multi-label Time Series GAN | RNN,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"Wasserstein Distance | F1, AUC",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,General,-,-,Time-series visit records,,,
