ID,ENTRYTYPE,author,bib-gs_bronze_gquerya,bib-scopus_bronze_querya,bib_id,booktitle,doi,isbn,issn,journal,note,number,pages,publisher,shorttitle,title,url,volume,year
liu_data_2024,article,"Liu, Fang",1,0,nan,nan,nan,nan,2574-3414,Annual Review of Biomedical Data Science,Publisher: Annual Reviews,nan,nan,nan,nan,Data {Science} {Methods} for {Real}-{World} {Evidence} {Generation} in {Real}-{World} {Data},nan,7,2024.0
liu_estimating_2020,inproceedings,"Liu, R. and Yin, C. and Zhang, P.",0,1,nan,nan,10.1109/ICDM50108.2020.00047,nan,nan,nan,nan,nan,382--391,nan,nan,Estimating individual treatment effects with time-varying confounders,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100907839&doi=10.1109%2fICDM50108.2020.00047&partnerID=40&md5=4e6edc16968849fcd58b1e6fc8c7d3dc,2020-November,2020.0
liu_gcn_2021,inproceedings,"Liu, D. and Zhang, Z. and Peng, H. and Han, R.",0,1,nan,nan,10.1007/978-3-030-84186-7_29,nan,nan,nan,nan,nan,434--449,nan,nan,{GCN} with {External} {Knowledge} for {Clinical} {Event} {Detection},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113534096&doi=10.1007%2f978-3-030-84186-7_29&partnerID=40&md5=0ac6422c813c0d835ff1e88027b72f81,12869 LNAI,2021.0
liu_missing_2020,article,"Liu, X. and He, J. and Min, W. and Yang, H.",0,1,nan,nan,10.1080/24725579.2020.1716115,nan,nan,IISE Transactions on Healthcare Systems Engineering,nan,2,87--98,nan,nan,Missing information imputation for disease-dedicated social networks with heterogeneous auxiliary data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078922626&doi=10.1080%2f24725579.2020.1716115&partnerID=40&md5=0872d2369d72051c4cd00dda5d649394,10,2020.0
liu_open_2023,article,"Liu, S. and Wen, A. and Wang, L. and He, H. and Fu, S. and Miller, R. and Williams, A. and Harris, D. and Kavuluru, R. and Liu, M. and Abu-El-Rub, N. and Schutte, D. and Zhang, R. and Rouhizadeh, M. and Osborne, J.D. and He, Y. and Topaloglu, U. and Hong, S.S. and Saltz, J.H. and Schaffter, T. and Pfaff, E. and Chute, C.G. and Duong, T. and Haendel, M.A. and Fuentes, R. and Szolovits, P. and Xu, H. and Liu, H.",0,1,nan,nan,10.1093/jamia/ocad134,nan,nan,Journal of the American Medical Informatics Association,nan,12,2036--2040,nan,nan,An open natural language processing ({NLP}) framework for {EHR}-based clinical research: a case demonstration using the {National} {COVID} {Cohort} {Collaborative} ({N3C}),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185388095&doi=10.1093%2fjamia%2focad134&partnerID=40&md5=af3343d28bf24a02dc32ad6d61efbc33,30,2023.0
liu_precurious_2024,article,"Liu, Ruixuan and Wang, Tianhao and Cao, Yang and Xiong, Li",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2403.09562,nan,nan,nan,nan,nan,{PreCurious}: {How} {Innocent} {Pre}-{Trained} {Language} {Models} {Turn} into {Privacy} {Traps},nan,nan,2024.0
liu_quantitative_2023,article,"Liu, Y. and Bi, D.",0,1,nan,nan,10.1111/risa.14124,nan,nan,Risk Analysis,nan,12,2422--2449,nan,nan,Quantitative risk analysis of treatment plans for patients with tumor by mining historical similar patients from electronic health records using federated learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150643669&doi=10.1111%2frisa.14124&partnerID=40&md5=7a04c946aea9e0c00a2fc95091ffcdf7,43,2023.0
liu_survey_2024,article,"Liu, Lei and Yang, Xiaoyan and Lei, Junchi and Liu, Xiaoyang and Shen, Yue and Zhang, Zhiqiang and Wei, Peng and Gu, Jinjie and Chu, Zhixuan and Qin, Zhan",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2406.03712,nan,nan,nan,nan,nan,"A {Survey} on {Medical} {Large} {Language} {Models}: {Technology}, {Application}, {Trustworthiness}, and {Future} {Directions}",nan,nan,2024.0
liu_understanding_2024,article,"Liu, Yiheng and He, Hao and Han, Tianle and Zhang, Xu and Liu, Mengyuan and Tian, Jiaming and Zhang, Yutong and Wang, Jiaqi and Gao, Xiaohui and Zhong, Tianyang",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2401.02038,nan,nan,nan,nan,nan,Understanding llms: {A} comprehensive overview from training to inference,nan,nan,2024.0
lorge_detecting_2024,article,"Lorge, Isabelle and Joyce, Dan W and Taylor, Niall and Nevado-Holgado, Alejo and Cipriani, Andrea and Kormilitzin, Andrey",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2402.07645,nan,nan,nan,nan,nan,Detecting the {Clinical} {Features} of {Difficult}-to-{Treat} {Depression} using {Synthetic} {Data} from {Large} {Language} {Models},nan,nan,2024.0
loukili_email_2024,article,"Loukili, Soumaya and Fennan, Abdelhadi and Elaachak, Lotfi",1,0,nan,nan,nan,nan,nan,International Journal of Electrical and Computer Engineering (IJECE),nan,4,4655--4663,nan,nan,"Email subjects generation with large language models: {GPT}-3.5, {PaLM} 2, and {BERT}",nan,14,2024.0
lowe_ocr2seq_2023,article,"Lowe, Michael A",1,0,nan,nan,nan,nan,9798381263916,nan,Publisher: Florida Atlantic University,nan,nan,nan,nan,{OCR2Seq}: {A} {Novel} {Multi}-{Modal} {Data} {Augmentation} {Pipeline} for {Weak} {Supervision},nan,nan,2023.0
lu_application_2023,article,"Lu, W. and Jiang, J. and Shi, Y. and Zhong, X. and Gu, J. and Huangfu, L. and Gong, M.",0,1,nan,nan,10.3389/fnins.2023.1259652,nan,nan,Frontiers in Neuroscience,nan,nan,nan,nan,nan,Application of {Entity}-{BERT} model based on neuroscience and brain-like cognition in electronic medical record entity recognition,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173493036&doi=10.3389%2ffnins.2023.1259652&partnerID=40&md5=ca3467131c6e98e55ef3ed778bff2711,17,2023.0
lu_collaborative_2021,inproceedings,"Lu, C. and Reddy, C.K. and Chakraborty, P. and Kleinberg, S. and Ning, Y.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,3529--3535,nan,nan,Collaborative {Graph} {Learning} with {Auxiliary} {Text} for {Temporal} {Event} {Prediction} in {Healthcare},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121588682&partnerID=40&md5=efd5e36c0977b3826fbe3d8551693b15,nan,2021.0
lu_entity_2024,article,"Lu, X. and Tong, J. and Xia, S.",0,1,nan,nan,10.3934/mbe.2024058,nan,nan,Mathematical Biosciences and Engineering,nan,1,1342--1355,nan,nan,Entity relationship extraction from {Chinese} electronic medical records based on feature augmentation and cascade binary tagging framework,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181439495&doi=10.3934%2fmbe.2024058&partnerID=40&md5=615800801ee9e9f320601763352d5703,21,2024.0
lu_multi-label_2024,article,"Lu, C. and Reddy, C.K. and Wang, P. and Nie, D. and Ning, Y.",0,1,nan,nan,10.1109/TKDE.2023.3310909,nan,nan,IEEE Transactions on Knowledge and Data Engineering,nan,4,1728--1740,nan,nan,Multi-{Label} {Clinical} {Time}-{Series} {Generation} via {Conditional} {GAN},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170532776&doi=10.1109%2fTKDE.2023.3310909&partnerID=40&md5=11742f0dd2a93769b3840829152ca660,36,2024.0
lu_textual_2021,inproceedings,"Lu, Q. and Dou, D. and Nguyen, T.H.",0,1,nan,nan,10.1109/BIBM52615.2021.9669861,nan,nan,nan,nan,nan,2817--2821,nan,nan,Textual {Data} {Augmentation} for {Patient} {Outcomes} {Prediction},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125173639&doi=10.1109%2fBIBM52615.2021.9669861&partnerID=40&md5=8f65381a61dfd80c8ea07cf229b95b20,nan,2021.0
luo_hitanet_2020,inproceedings,"Luo, J. and Ye, M. and Xiao, C. and Ma, F.",0,1,nan,nan,10.1145/3394486.3403107,nan,nan,nan,nan,nan,647--656,nan,nan,{HiTANet}: {Hierarchical} {Time}-{Aware} {Attention} {Networks} for {Risk} {Prediction} on {Electronic} {Health} {Records},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090413454&doi=10.1145%2f3394486.3403107&partnerID=40&md5=285f67478f27bf10224f252cff2cd4e2,nan,2020.0
lybarger_leveraging_2023,article,"Lybarger, K. and Dobbins, N.J. and Long, R. and Singh, A. and Wedgeworth, P. and Uzuner, Ö. and Yetisgen, M.",0,1,nan,nan,10.1093/jamia/ocad073,nan,nan,Journal of the American Medical Informatics Association : JAMIA,nan,8,1389--1397,nan,nan,Leveraging natural language processing to augment structured social determinants of health data in the electronic health record,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164158409&doi=10.1093%2fjamia%2focad073&partnerID=40&md5=cb951d1930aed4d4965c3bfd2b233003,30,2023.0
magudia_utility_2023,article,"Magudia, K. and Bridge, C.P. and Bay, C.P. and Farah, S. and Babic, A. and Fintelmann, F.J. and Brais, L.K. and Andriole, K.P. and Wolpin, B.M. and Rosenthal, M.H.",0,1,nan,nan,10.2214/AJR.22.27977,nan,nan,American Journal of Roentgenology,nan,2,236--244,nan,nan,"Utility of {Normalized} {Body} {Composition} {Areas}, {Derived} from {Outpatient} {Abdominal} {CT} {Using} a {Fully} {Automated} {Deep} {Learning} {Method}, for {Predicting} {Subsequent} {Cardiovascular} {Events}",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147046100&doi=10.2214%2fAJR.22.27977&partnerID=40&md5=b8c98d8efc4f231c481832630418e1df,220,2023.0
maleki_varnosfaderani_role_2024,article,"Maleki Varnosfaderani, Shiva and Forouzanfar, Mohamad",1,0,nan,nan,nan,nan,2306-5354,Bioengineering,Publisher: MDPI,4,337,nan,nan,The role of {AI} in hospitals and clinics: transforming healthcare in the 21st century,nan,11,2024.0
mallikarjuna_blockchain_2022,article,"Mallikarjuna, B. and Shrivastava, G. and Sharma, M.",0,1,nan,nan,10.1111/exsy.12778,nan,nan,Expert Systems,nan,3,nan,nan,nan,Blockchain technology: {A} {DNN} token-based approach in healthcare and {COVID}-19 to generate extracted data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110933404&doi=10.1111%2fexsy.12778&partnerID=40&md5=8366e6aff136cdf8bb5f5316753f0776,39,2022.0
mantey_integrated_2022,article,"Mantey, E.A. and Zhou, C. and Srividhya, S.R. and Jain, S.K. and Sundaravadivazhagan, B.",0,1,nan,nan,10.3389/fpubh.2022.905265,nan,nan,Frontiers in Public Health,nan,nan,nan,nan,nan,Integrated {Blockchain}-{Deep} {Learning} {Approach} for {Analyzing} the {Electronic} {Health} {Records} {Recommender} {System},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130716515&doi=10.3389%2ffpubh.2022.905265&partnerID=40&md5=55e5afe61dd2e2fb1b9b9945d7b7b286,10,2022.0
manzanares-salor_automatic_2022,inproceedings,"Manzanares-Salor, Benet and Sánchez, David and Lison, Pierre",1,0,nan,nan,nan,nan,nan,nan,nan,nan,157--171,Springer,nan,Automatic evaluation of disclosure risks of text anonymization methods,nan,nan,2022.0
marey_applications_2024,article,"Marey, Ahmed and Serdysnki, Kevin Christopher and Killeen, Benjamin D and Unberath, Mathias and Umair, Muhammad",1,0,nan,nan,nan,nan,nan,BJR{\textbar} Artificial Intelligence,Publisher: Oxford Academic,1,nan,nan,nan,Applications and implementation of generative artificial intelligence in cardiovascular imaging with a focus on ethical and legal considerations: what cardiovascular imagers need to know!,nan,1,2024.0
marichamy_blockchain_2023,article,"Marichamy, V.S. and Natarajan, V.",0,1,nan,nan,10.1016/j.datak.2022.102122,nan,nan,Data and Knowledge Engineering,nan,nan,nan,nan,nan,Blockchain based {Securing} {Medical} {Records} in {Big} {Data} {Analytics},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144569692&doi=10.1016%2fj.datak.2022.102122&partnerID=40&md5=9cfda405aa7459ae9cfed6b9f9a73f83,144,2023.0
marimon_automatic_2019,inproceedings,"Marimon, M. and Gonzalez-Agirre, A. and Intxaurrondo, A. and Rodríguez, H. and Martin, J.A.L. and Villegas, M. and Krallinger, M.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,618--638,nan,nan,"Automatic de-identification of medical texts in {Spanish}: {The} {Meddocan} track, corpus, guidelines, methods and evaluation of results",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071166580&partnerID=40&md5=fb4f9890cfb089147378e28c1963a721,2421,2019.0
marques_ai_2024,book,"Marques, Oge",1,0,nan,nan,nan,1-00-383644-5,nan,nan,nan,nan,nan,CRC Press,nan,{AI} for {Radiology},nan,nan,2024.0
martenot_lisa_2022,article,"Martenot, V. and Masdeu, V. and Cupe, J. and Gehin, F. and Blanchon, M. and Dauriat, J. and Horst, A. and Renaudin, M. and Girard, P. and Zucker, J.-D.",0,1,nan,nan,10.1186/s12911-022-02085-0,nan,nan,BMC Medical Informatics and Decision Making,nan,1,nan,nan,nan,{LiSA}: an assisted literature search pipeline for detecting serious adverse drug events with deep learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144501720&doi=10.1186%2fs12911-022-02085-0&partnerID=40&md5=30fd6602f53c7fde462403c0ee4fd5b6,22,2022.0
masud_deep-adca_2022,article,"Masud, J.H.B. and Shun, C. and Kuo, C.-C. and Islam, M.M. and Yeh, C.-Y. and Yang, H.-C. and Lin, M.-C.",0,1,nan,nan,10.3390/jpm12050707,nan,nan,Journal of Personalized Medicine,nan,5,nan,nan,nan,Deep-{ADCA}: {Development} and {Validation} of {Deep} {Learning} {Model} for {Automated} {Diagnosis} {Code} {Assignment} {Using} {Clinical} {Notes} in {Electronic} {Medical} {Records},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129804254&doi=10.3390%2fjpm12050707&partnerID=40&md5=4cd6afa17507073a19c49e82052a8f26,12,2022.0
mathkor_multirole_2024,article,"Mathkor, Darin Mansor and Mathkor, Noof and Bassfar, Zaid and Bantun, Farkad and Slama, Petr and Ahmad, Faraz and Haque, Shafiul",1,0,nan,nan,nan,nan,1876-0341,Journal of Infection and Public Health,Publisher: Elsevier,nan,nan,nan,nan,Multirole of the {Internet} of {Medical} {Things} ({IoMT}) in {Biomedical} {Systems} for {Managing} {Smart} {Healthcare} {Systems}: {An} {Overview} of {Current} and {Future} {Innovative} {Trends},nan,nan,2024.0
meng_empirical_2022,article,"Meng, L. and Zhao, M. and Cui, Z. and Zhang, X. and Zhong, S.",0,1,nan,nan,10.1016/j.compind.2021.103557,nan,nan,Computers in Industry,nan,nan,nan,nan,nan,Empirical mode reconstruction: {Preserving} intrinsic components in data augmentation for intelligent fault diagnosis of civil aviation hydraulic pumps,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118483055&doi=10.1016%2fj.compind.2021.103557&partnerID=40&md5=a75b5ce7e8a8c1422e97522209a72e0b,134,2022.0
minot_interpretable_2022,article,"Minot, J.R. and Cheney, N. and Maier, M. and Elbers, D.C. and Danforth, C.M. and Dodds, P.S.",0,1,nan,nan,10.1145/3524887,nan,nan,ACM Transactions on Computing for Healthcare,nan,4,nan,nan,nan,Interpretable {Bias} {Mitigation} for {Textual} {Data}: {Reducing} {Genderization} in {Patient} {Notes} {While} {Maintaining} {Classification} {Performance},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140732696&doi=10.1145%2f3524887&partnerID=40&md5=7ab3833e79cbb425264751f8b25f60c0,3,2022.0
miranda_deepbiomarker_2022,article,"Miranda, O. and Fan, P. and Qi, X. and Yu, Z. and Ying, J. and Wang, H. and Brent, D.A. and Silverstein, J.C. and Chen, Y. and Wang, L.",0,1,nan,nan,10.3390/jpm12040524,nan,nan,Journal of Personalized Medicine,nan,4,nan,nan,nan,{DeepBiomarker}: {Identifying} {Important} {Lab} {Tests} from {Electronic} {Medical} {Records} for the {Prediction} of {Suicide}-{Related} {Events} among {PTSD} {Patients},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127658848&doi=10.3390%2fjpm12040524&partnerID=40&md5=0cf96c61a113e71e2101a6bc69194eae,12,2022.0
mitchell_question-and-answer_2022,article,"Mitchell, Joseph Ross and Szepietowski, Phillip and Howard, Rachel and Reisman, Phillip and Jones, Jennie D and Lewis, Patricia and Fridley, Brooke L and Rollison, Dana E",1,0,nan,nan,nan,nan,1438-8871,Journal of medical internet research,"Publisher: JMIR Publications Toronto, Canada",3,e27210,nan,nan,A question-and-answer system to extract data from free-text oncological pathology reports ({CancerBERT} network): development study,nan,24,2022.0
mitra_synth-sbdh_2024,article,"Mitra, Avijit and Druhl, Emily and Goodwin, Raelene and Yu, Hong",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2406.06056,nan,nan,nan,nan,nan,Synth-{SBDH}: {A} {Synthetic} {Dataset} of {Social} and {Behavioral} {Determinants} of {Health} for {Clinical} {Text},nan,nan,2024.0
moen_clustering_2022,inproceedings,"Moen, H. and Suhonen, H. and Salanterä, S. and Salakoski, T. and Peltonen, L.-M.",0,1,nan,nan,10.3233/SHTI220606,nan,nan,nan,nan,nan,854--858,nan,nan,Clustering {Nursing} {Sentences}-{Comparing} {Three} {Sentence} {Embedding} {Methods},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131105789&doi=10.3233%2fSHTI220606&partnerID=40&md5=7e2de87a8e6740435d20781006955475,294,2022.0
mohammed_medical_2024,article,"Mohammed, Foziya Ahmed and Tune, Kula Kekeba and Assefa, Beakal Gizachew and Jett, Marti and Muhie, Seid",1,0,nan,nan,nan,nan,2504-4990,Machine Learning and Knowledge Extraction,Publisher: MDPI,1,699--735,nan,nan,Medical {Image} {Classifications} {Using} {Convolutional} {Neural} {Networks}: {A} {Survey} of {Current} {Methods} and {Statistical} {Modeling} of the {Literature},nan,6,2024.0
mohsen_artificial_2022,article,"Mohsen, F. and Ali, H. and El Hajj, N. and Shah, Z.",0,1,nan,nan,10.1038/s41598-022-22514-4,nan,nan,Scientific Reports,nan,1,nan,nan,nan,Artificial intelligence-based methods for fusion of electronic health records and imaging data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140653581&doi=10.1038%2fs41598-022-22514-4&partnerID=40&md5=5902e2df13a1ae46934d0d701875f255,12,2022.0
molina_improving_2023,article,"Molina, Marco and Jiménez, Cristina and Montenegro, Carlos",1,0,nan,nan,nan,nan,1999-4923,Pharmaceutics,Publisher: MDPI,7,1823,nan,nan,Improving {Drug}–{Drug} {Interaction} {Extraction} with {Gaussian} {Noise},nan,15,2023.0
molinet_explanatory_2024,article,"Molinet, Benjamin and Marro, Santiago and Cabrio, Elena and Villata, Serena",1,0,nan,nan,nan,nan,2041-1480,Journal of Biomedical Semantics,Publisher: Springer,1,8,nan,nan,Explanatory argumentation in natural language for correct and incorrect medical diagnoses,nan,15,2024.0
moodley_artificial_2024,article,"Moodley, K.",0,1,nan,nan,10.7196/SAMJ.2024.v114i2.1631,nan,nan,South African Medical Journal,nan,1,16--20,nan,nan,Artificial intelligence ({AI}) or augmented intelligence? {How} big data and {AI} are transforming healthcare: {Challenges} and opportunities,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187790252&doi=10.7196%2fSAMJ.2024.v114i2.1631&partnerID=40&md5=c734d9923507e868e265b7679a2420d6,114,2024.0
muaad_deep_2024,article,"Muaad, Abdullah Y and Davanagere, Hanumanthappa Jayappa and Hussain, Jamil and Al-antari, Mugahed A",1,0,nan,nan,nan,nan,1573-7721,Multimedia Tools and Applications,Publisher: Springer,nan,1--39,nan,nan,Deep ensemble transfer learning framework for {COVID}-19 {Arabic} text identification via deep active learning and text data augmentation,nan,nan,2024.0
mugisha_bridging_2023,article,"Mugisha, Chérubin and Paik, Incheon",1,0,nan,nan,nan,nan,2079-9292,Electronics,Publisher: MDPI,8,1848,nan,nan,Bridging the {Gap} between {Medical} {Tabular} {Data} and {NLP} {Predictive} {Models}: {A} {Fuzzy}-{Logic}-{Based} {Textualization} {Approach},nan,12,2023.0
nagoor_covid_icu_bert_2023,article,"Nagoor, Shahad and Hederman, Lucy and Koidl, Kevin and Caputo, Annalina",1,0,nan,nan,nan,nan,nan,International Journal of Cognitive and Language Sciences,nan,8,445--452,nan,nan,{COVID}\_ICU\_BERT: {A} {Fine}-tuned {Language} {Model} for {COVID}-19 {Intensive} {Care} {Unit} {Clinical} {Notes},nan,17,2023.0
nahed_recommendation_2023,inproceedings,"Nahed, P. and Kambar, M.E.Z.N. and Cacho, J.R.F. and Lee, G. and Cummings, J. and Taghva, K.",0,1,nan,nan,10.1007/978-981-19-7660-5_6,nan,nan,nan,nan,nan,63--73,nan,nan,A {Recommendation} {Model} for {Predicting} {Alzheimer}’s {Drugs}’ {Mechanism} of {Action},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147986341&doi=10.1007%2f978-981-19-7660-5_6&partnerID=40&md5=999e9aff504d8c5b5d3481e51593a341,578,2023.0
naous_reducing_nodate,article,"Naousπ, Yao Douπ Isadora Krseke Tarek and Kabrae, Anubha and Xuπ, Sauvik Dase Alan Ritterπ Wei",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Reducing {Privacy} {Risks} in {Online} {Self}-{Disclosure} with {Language} {Models},nan,nan,nan
naseer_scoehr_2023,inproceedings,"Naseer, A.A. and Walker, B. and Landon, C. and Ambrosy, A. and Fudim, M. and Wysham, N. and Toro, B. and Swaminathan, S. and Lyons, T.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,489--508,nan,nan,{ScoEHR}: {Generating} {Synthetic} {Electronic} {Health} {Records} using {Continuous}-time {Diffusion} {Models},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184280486&partnerID=40&md5=0eebe66c3e958ab1fa1f8caf1431e060,219,2023.0
nassiri_recent_2024,article,"Nassiri, Khalid and Akhloufi, Moulay A",1,0,nan,nan,nan,nan,2673-7426,BioMedInformatics,Publisher: MDPI,2,1097--1143,nan,nan,Recent {Advances} in {Large} {Language} {Models} for {Healthcare},nan,4,2024.0
neel_privacy_2023,article,"Neel, Seth and Chang, Peter",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2312.06717,nan,nan,nan,nan,nan,Privacy issues in large language models: {A} survey,nan,nan,2023.0
nerella_transformers_2023,article,"Nerella, Subhash and Bandyopadhyay, Sabyasachi and Zhang, Jiaqing and Contreras, Miguel and Siegel, Scott and Bumin, Aysegul and Silva, Brandon and Sena, Jessica and Shickel, Benjamin and Bihorac, Azra",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2307.00067,nan,nan,nan,nan,nan,Transformers in healthcare: {A} survey,nan,nan,2023.0
newby_optimising_2024,article,"Newby, Danielle and Taylor, Niall and Joyce, Dan W and Winchester, Laura M",1,0,nan,nan,nan,nan,2158-3188,Translational Psychiatry,Publisher: Nature Publishing Group UK London,1,232,nan,nan,Optimising the use of electronic medical records for large scale research in psychiatry,nan,14,2024.0
newman-griffis_ambiguity_2021,article,"Newman-Griffis, D. and Divita, G. and Desmet, B. and Zirikly, A. and Rosé, C.P. and Fosler-Lussier, E.",0,1,nan,nan,10.1093/jamia/ocaa269,nan,nan,Journal of the American Medical Informatics Association,nan,3,516--532,nan,nan,Ambiguity in medical concept normalization: {An} analysis of types and coverage in electronic health record datasets,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102658038&doi=10.1093%2fjamia%2focaa269&partnerID=40&md5=17c667a637ec4681bf00f45205a628e6,28,2021.0
nguyen_hybrid_2023,article,"Nguyen, K.-A.-N. and Tandon, P. and Ghanavati, S. and Cheetirala, S.N. and Timsina, P. and Freeman, R. and Reich, D. and Levin, M.A. and Mazumdar, M. and Fayad, Z.A. and Kia, A.",0,1,nan,nan,10.2196/46905,nan,nan,JMIR Formative Research,nan,1,nan,nan,nan,A {Hybrid} {Decision} {Tree} and {Deep} {Learning} {Approach} {Combining} {Medical} {Imaging} and {Electronic} {Medical} {Records} to {Predict} {Intubation} {Among} {Hospitalized} {Patients} {With} {COVID}-19: {Algorithm} {Development} and {Validation},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177448479&doi=10.2196%2f46905&partnerID=40&md5=0b29830ce51f70de086a50cdf51b0d18,7,2023.0
nguyen_predicting_2019,article,"Nguyen, B.P. and Pham, H.N. and Tran, H. and Nghiem, N. and Nguyen, Q.H. and Do, T.T.T. and Tran, C.T. and Simpson, C.R.",0,1,nan,nan,10.1016/j.cmpb.2019.105055,nan,nan,Computer Methods and Programs in Biomedicine,nan,nan,nan,nan,nan,Predicting the onset of type 2 diabetes using wide and deep learning with electronic health records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071856686&doi=10.1016%2fj.cmpb.2019.105055&partnerID=40&md5=08d6d89489b54e6a049e9b792f09c6ec,182,2019.0
nielbo_quantitative_2024,article,"Nielbo, Kristoffer L and Karsdorp, Folgert and Wevers, Melvin and Lassche, Alie and Baglini, Rebekah B and Kestemont, Mike and Tahmasebi, Nina",1,0,nan,nan,nan,nan,2662-8449,Nature Reviews Methods Primers,Publisher: Nature Publishing Group UK London,1,25,nan,nan,Quantitative text analysis,nan,4,2024.0
nievas_distilling_2024,article,"Nievas, Mauro and Basu, Aditya and Wang, Yanshan and Singh, Hrituraj",1,0,nan,nan,nan,nan,1067-5027,Journal of the American Medical Informatics Association,Publisher: Oxford University Press,nan,ocae073,nan,nan,Distilling large language models for matching patients to clinical trials,nan,nan,2024.0
niklaus_flawn-t5_2024,article,"Niklaus, Joel and Zheng, Lucia and McCarthy, Arya D and Hahn, Christopher and Rosen, Brian M and Henderson, Peter and Ho, Daniel E and Honke, Garrett and Liang, Percy and Manning, Christopher",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2404.02127,nan,nan,nan,nan,nan,{FLawN}-{T5}: {An} {Empirical} {Examination} of {Effective} {Instruction}-{Tuning} {Data} {Mixtures} for {Legal} {Reasoning},nan,nan,2024.0
nogues_weakly_2022,article,"Nogues, I.-E. and Wen, J. and Lin, Y. and Liu, M. and Tedeschi, S.K. and Geva, A. and Cai, T. and Hong, C.",0,1,nan,nan,10.1016/j.jbi.2022.104175,nan,nan,Journal of Biomedical Informatics,nan,nan,nan,nan,nan,Weakly {Semi}-supervised phenotyping using {Electronic} {Health} records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138475699&doi=10.1016%2fj.jbi.2022.104175&partnerID=40&md5=5c2c8e75d49b9d120023d882af956207,134,2022.0
novel_knowledge_nodate,article,"NOVEL, GAINING",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{KNOWLEDGE} {DISCOVERY} {FROM} {PATIENT} {FORUMS},nan,nan,nan
novelli_generative_2024,article,"Novelli, Claudio and Casolari, Federico and Hacker, Philipp and Spedicato, Giorgio and Floridi, Luciano",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2401.07348,nan,nan,nan,nan,nan,"Generative {AI} in {EU} {Law}: {Liability}, {Privacy}, {Intellectual} {Property}, and {Cybersecurity}",nan,nan,2024.0
nunez_predicting_2024,article,"Nunez, John-Jose and Leung, Bonnie and Ho, Cheryl and Ng, Raymond T and Bates, Alan T",1,0,nan,nan,nan,nan,2730-664X,Communications Medicine,Publisher: Nature Publishing Group UK London,1,69,nan,nan,Predicting which patients with cancer will see a psychiatrist or counsellor from their initial oncology consultation document using natural language processing,nan,4,2024.0
nwufo_secrecy_2023,inproceedings,"Nwufo, C. and Sun, Y. and Simpson, O. and Cao, P.",0,1,nan,nan,10.1109/VTC2023-Spring57618.2023.10199952,nan,nan,nan,nan,nan,nan,nan,nan,Secrecy {Energy} {Efficiency} {Maximization} in {Multi}-{RIS}-{Aided} {SWIPT} {Wireless} {Network},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169807957&doi=10.1109%2fVTC2023-Spring57618.2023.10199952&partnerID=40&md5=76800972cd357745a7881d83b2e83600,2023-June,2023.0
